Norms_ID,Sport_ID,Position_ID,Norm_Group_ID,Year_ID,Percentile_ID,Metric_ID,Pillar_ID,Norm_Value
15869,2,5,3,2,5,19,3,47.00
15870,2,1,3,2,4,19,3,53.00
15871,2,2,3,2,4,19,3,55.00
15872,2,3,3,2,4,19,3,54.00
15873,2,4,3,2,4,19,3,54.00
15874,2,5,3,2,4,19,3,54.00
15875,2,1,3,2,3,19,3,58.75
15876,2,2,3,2,3,19,3,61.00
15877,2,3,3,2,3,19,3,61.00
15878,2,4,3,2,3,19,3,60.00
15879,2,5,3,2,3,19,3,60.00
15880,2,1,3,2,2,19,3,66.00
15881,2,2,3,2,2,19,3,66.00
15882,2,3,3,2,2,19,3,69.00
15883,2,4,3,2,2,19,3,67.00
15884,2,5,3,2,2,19,3,67.00
15885,2,1,3,2,1,19,3,72.00
15886,2,2,3,2,1,19,3,70.00
15887,2,3,3,2,1,19,3,74.00
15888,2,4,3,2,1,19,3,72.00
15889,2,5,3,2,1,19,3,76.00
15965,2,1,3,2,5,18,3,44.00
15966,2,2,3,2,5,18,3,43.25
15967,2,3,3,2,5,18,3,48.00
15968,2,4,3,2,5,18,3,49.00
15969,2,5,3,2,5,18,3,43.00
15970,2,1,3,2,4,18,3,54.50
15971,2,2,3,2,4,18,3,53.00
15972,2,3,3,2,4,18,3,56.00
15973,2,4,3,2,4,18,3,57.00
15974,2,5,3,2,4,18,3,52.00
15975,2,1,3,2,3,18,3,61.00
15976,2,2,3,2,3,18,3,61.00
15977,2,3,3,2,3,18,3,64.00
15978,2,4,3,2,3,18,3,64.00
15979,2,5,3,2,3,18,3,61.00
15980,2,1,3,2,2,18,3,72.00
15981,2,2,3,2,2,18,3,70.75
15982,2,3,3,2,2,18,3,72.00
15983,2,4,3,2,2,18,3,75.00
15984,2,5,3,2,2,18,3,72.00
15985,2,1,3,2,1,18,3,79.00
15986,2,2,3,2,1,18,3,79.00
15987,2,3,3,2,1,18,3,80.00
15988,2,4,3,2,1,18,3,80.00
15989,2,5,3,2,1,18,3,76.00
16065,2,1,3,2,5,30,6,40.00
16066,2,2,3,2,5,30,6,39.00
16067,2,3,3,2,5,30,6,41.25
16068,2,4,3,2,5,30,6,39.00
16069,2,5,3,2,5,30,6,43.75
16070,2,1,3,2,4,30,6,51.00
16071,2,2,3,2,4,30,6,49.00
16072,2,3,3,2,4,30,6,52.00
16073,2,4,3,2,4,30,6,49.00
16074,2,5,3,2,4,30,6,52.00
16075,2,1,3,2,3,30,6,60.75
16076,2,2,3,2,3,30,6,58.75
16077,2,3,3,2,3,30,6,60.75
16078,2,4,3,2,3,30,6,59.00
16079,2,5,3,2,3,30,6,59.00
16080,2,1,3,2,2,30,6,74.00
16081,2,2,3,2,2,30,6,70.55
16082,2,3,3,2,2,30,6,72.90
16083,2,4,3,2,2,30,6,72.00
16084,2,5,3,2,2,30,6,67.00
16085,2,1,3,2,1,30,6,83.00
16086,2,2,3,2,1,30,6,82.00
16087,2,3,3,2,1,30,6,86.00
16088,2,4,3,2,1,30,6,82.00
16089,2,5,3,2,1,30,6,87.00
16165,2,1,3,2,5,23,6,17.00
16166,2,2,3,2,5,23,6,17.25
16167,2,3,3,2,5,23,6,16.00
16168,2,4,3,2,5,23,6,17.75
16169,2,5,3,2,5,23,6,16.00
16170,2,1,3,2,4,23,6,22.00
16171,2,2,3,2,4,23,6,23.00
16172,2,3,3,2,4,23,6,24.00
16173,2,4,3,2,4,23,6,23.00
16174,2,5,3,2,4,23,6,22.00
16175,2,1,3,2,3,23,6,38.00
16176,2,2,3,2,3,23,6,37.50
16177,2,3,3,2,3,23,6,45.00
16178,2,4,3,2,3,23,6,38.50
16179,2,5,3,2,3,23,6,36.00
16180,2,1,3,2,2,23,6,71.30
16181,2,2,3,2,2,23,6,72.10
16182,2,3,3,2,2,23,6,66.00
16183,2,4,3,2,2,23,6,68.00
16184,2,5,3,2,2,23,6,70.55
16185,2,1,3,2,1,23,6,87.00
16186,2,2,3,2,1,23,6,90.00
16187,2,3,3,2,1,23,6,92.00
16188,2,4,3,2,1,23,6,81.00
16189,2,5,3,2,1,23,6,91.00
16265,2,1,3,2,5,24,6,19.00
16266,2,2,3,2,5,24,6,8.25
16267,2,3,3,2,5,24,6,18.25
16268,2,4,3,2,5,24,6,16.00
16269,2,5,3,2,5,24,6,10.00
16270,2,1,3,2,4,24,6,34.00
16271,2,2,3,2,4,24,6,24.50
16272,2,3,3,2,4,24,6,33.50
16273,2,4,3,2,4,24,6,25.50
16274,2,5,3,2,4,24,6,25.50
16275,2,1,3,2,3,24,6,48.00
16276,2,2,3,2,3,24,6,47.75
16277,2,3,3,2,3,24,6,52.00
16278,2,4,3,2,3,24,6,49.00
16279,2,5,3,2,3,24,6,47.25
16280,2,1,3,2,2,24,6,67.95
16281,2,2,3,2,2,24,6,68.10
16282,2,3,3,2,2,24,6,77.95
16283,2,4,3,2,2,24,6,67.00
16284,2,5,3,2,2,24,6,67.00
16285,2,1,3,2,1,24,6,96.00
16286,2,2,3,2,1,24,6,81.00
16287,2,3,3,2,1,24,6,94.00
16288,2,4,3,2,1,24,6,98.00
16289,2,5,3,2,1,24,6,93.00
16365,2,1,3,2,5,25,6,38.25
16366,2,2,3,2,5,25,6,42.25
16367,2,3,3,2,5,25,6,43.00
16368,2,4,3,2,5,25,6,42.00
16369,2,5,3,2,5,25,6,40.75
16370,2,1,3,2,4,25,6,46.00
16371,2,2,3,2,4,25,6,58.00
16372,2,3,3,2,4,25,6,58.00
16373,2,4,3,2,4,25,6,56.00
16374,2,5,3,2,4,25,6,45.00
16375,2,1,3,2,3,25,6,61.00
16376,2,2,3,2,3,25,6,62.00
16377,2,3,3,2,3,25,6,63.00
16378,2,4,3,2,3,25,6,62.00
16379,2,5,3,2,3,25,6,60.25
16380,2,1,3,2,2,25,6,91.15
16381,2,2,3,2,2,25,6,80.00
16382,2,3,3,2,2,25,6,88.60
16383,2,4,3,2,2,25,6,78.00
16384,2,5,3,2,2,25,6,78.00
16385,2,1,3,2,1,25,6,97.00
16386,2,2,3,2,1,25,6,98.00
16387,2,3,3,2,1,25,6,99.00
16388,2,4,3,2,1,25,6,99.00
16389,2,5,3,2,1,25,6,97.00
16465,2,1,3,2,5,26,6,46.00
16466,2,2,3,2,5,26,6,46.00
16467,2,3,3,2,5,26,6,48.00
16468,2,4,3,2,5,26,6,42.00
16469,2,5,3,2,5,26,6,42.00
16470,2,1,3,2,4,26,6,54.00
16471,2,2,3,2,4,26,6,55.50
16472,2,3,3,2,4,26,6,59.00
16473,2,4,3,2,4,26,6,55.00
16474,2,5,3,2,4,26,6,56.00
16475,2,1,3,2,3,26,6,67.00
16476,2,2,3,2,3,26,6,70.00
16477,2,3,3,2,3,26,6,69.75
16478,2,4,3,2,3,26,6,65.00
16479,2,5,3,2,3,26,6,67.00
16480,2,1,3,2,2,26,6,79.30
16481,2,2,3,2,2,26,6,84.55
16482,2,3,3,2,2,26,6,83.00
16483,2,4,3,2,2,26,6,79.00
16484,2,5,3,2,2,26,6,82.00
16485,2,1,3,2,1,26,6,89.00
16486,2,2,3,2,1,26,6,91.00
16487,2,3,3,2,1,26,6,97.00
16488,2,4,3,2,1,26,6,95.00
16489,2,5,3,2,1,26,6,96.00
16565,2,1,3,2,5,27,6,54.00
16566,2,2,3,2,5,27,6,54.00
16567,2,3,3,2,5,27,6,57.00
16568,2,4,3,2,5,27,6,54.00
16569,2,5,3,2,5,27,6,53.00
16570,2,1,3,2,4,27,6,73.50
16571,2,2,3,2,4,27,6,73.00
16572,2,3,3,2,4,27,6,74.00
16573,2,4,3,2,4,27,6,73.00
16574,2,5,3,2,4,27,6,72.00
16575,2,1,3,2,3,27,6,79.00
16576,2,2,3,2,3,27,6,92.00
16577,2,3,3,2,3,27,6,93.00
16578,2,4,3,2,3,27,6,89.25
16579,2,5,3,2,3,27,6,79.00
16580,2,1,3,2,2,27,6,97.00
16581,2,2,3,2,2,27,6,99.00
16582,2,3,3,2,2,27,6,97.00
16583,2,4,3,2,2,27,6,97.00
16584,2,5,3,2,2,27,6,96.00
16585,2,1,3,2,1,27,6,99.00
16586,2,2,3,2,1,27,6,99.00
16587,2,3,3,2,1,27,6,99.00
16588,2,4,3,2,1,27,6,99.00
16589,2,5,3,2,1,27,6,99.00
16665,2,1,3,2,5,28,6,36.00
16666,2,2,3,2,5,28,6,42.50
16667,2,3,3,2,5,28,6,36.00
16668,2,4,3,2,5,28,6,34.00
16669,2,5,3,2,5,28,6,34.00
16670,2,1,3,2,4,28,6,54.00
16671,2,2,3,2,4,28,6,54.00
16672,2,3,3,2,4,28,6,54.50
16673,2,4,3,2,4,28,6,53.00
16674,2,5,3,2,4,28,6,56.00
16675,2,1,3,2,3,28,6,71.75
16676,2,2,3,2,3,28,6,74.00
16677,2,3,3,2,3,28,6,75.50
16678,2,4,3,2,3,28,6,72.00
16679,2,5,3,2,3,28,6,74.00
16680,2,1,3,2,2,28,6,93.00
16681,2,2,3,2,2,28,6,96.00
16682,2,3,3,2,2,28,6,94.00
16683,2,4,3,2,2,28,6,92.00
16684,2,5,3,2,2,28,6,93.00
16685,2,1,3,2,1,28,6,97.00
16686,2,2,3,2,1,28,6,99.00
16687,2,3,3,2,1,28,6,97.00
16688,2,4,3,2,1,28,6,99.00
16689,2,5,3,2,1,28,6,99.00
16765,2,1,3,2,5,29,6,32.00
16766,2,2,3,2,5,29,6,34.50
16767,2,3,3,2,5,29,6,33.00
16768,2,4,3,2,5,29,6,34.00
16769,2,5,3,2,5,29,6,34.00
16770,2,1,3,2,4,29,6,50.00
16771,2,2,3,2,4,29,6,52.00
16772,2,3,3,2,4,29,6,51.00
16773,2,4,3,2,4,29,6,52.00
16774,2,5,3,2,4,29,6,52.00
16775,2,1,3,2,3,29,6,55.75
16776,2,2,3,2,3,29,6,70.00
16777,2,3,3,2,3,29,6,54.00
16778,2,4,3,2,3,29,6,56.00
16779,2,5,3,2,3,29,6,61.50
16780,2,1,3,2,2,29,6,76.00
16781,2,2,3,2,2,29,6,76.00
16782,2,3,3,2,2,29,6,75.90
16783,2,4,3,2,2,29,6,77.00
16784,2,5,3,2,2,29,6,77.00
16785,2,1,3,2,1,29,6,99.00
16786,2,2,3,2,1,29,6,97.00
16787,2,3,3,2,1,29,6,99.00
16788,2,4,3,2,1,29,6,94.00
16789,2,5,3,2,1,29,6,95.00
16865,2,1,3,2,5,22,6,31.25
16866,2,2,3,2,5,22,6,33.00
16867,2,3,3,2,5,22,6,35.00
16868,2,4,3,2,5,22,6,32.00
16869,2,5,3,2,5,22,6,32.75
16870,2,1,3,2,4,22,6,39.00
16871,2,2,3,2,4,22,6,39.00
16872,2,3,3,2,4,22,6,42.00
16873,2,4,3,2,4,22,6,40.00
16874,2,5,3,2,4,22,6,40.00
16875,2,1,3,2,3,22,6,47.75
16876,2,2,3,2,3,22,6,48.75
16877,2,3,3,2,3,22,6,51.00
16878,2,4,3,2,3,22,6,48.00
16879,2,5,3,2,3,22,6,48.00
16880,2,1,3,2,2,22,6,62.00
16881,2,2,3,2,2,22,6,63.65
16882,2,3,3,2,2,22,6,62.95
16883,2,4,3,2,2,22,6,65.00
16884,2,5,3,2,2,22,6,62.85
16885,2,1,3,2,1,22,6,78.00
16886,2,2,3,2,1,22,6,83.00
16887,2,3,3,2,1,22,6,80.00
16888,2,4,3,2,1,22,6,84.00
16889,2,5,3,2,1,22,6,84.00
